TOTAL,PASS/FAIL,DIVISON,SELECTION,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
274,PASS,FIRST,NEXT,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
277,PASS,FIRST,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
155,FAIL,NO DIVISION,SAME,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
121,FAIL,NO DIVISION,SAME,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
218,PASS,SECOND,NEXT,,,,,,,,,,
145,FAIL,NO DIVISION,SAME,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
135,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
266,PASS,FIRST,NEXT,,,,,,,,,,
134,FAIL,NO DIVISION,SAME,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
264,PASS,FIRST,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
143,FAIL,NO DIVISION,SAME,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
224,PASS,SECOND,NEXT,,,,,,,,,,
272,PASS,FIRST,NEXT,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
191,FAIL,NO DIVISION,SAME,,,,,,,,,,
289,PASS,FIRST,NEXT,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
282,PASS,FIRST,NEXT,,,,,,,,,,
176,FAIL,NO DIVISION,SAME,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
124,FAIL,NO DIVISION,SAME,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
82,FAIL,NO DIVISION,SAME,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
259,PASS,FIRST,NEXT,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
83,FAIL,NO DIVISION,SAME,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
294,PASS,FIRST,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
257,PASS,FIRST,NEXT,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
128,FAIL,NO DIVISION,SAME,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
122,FAIL,NO DIVISION,SAME,,,,,,,,,,
166,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
281,PASS,FIRST,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
193,FAIL,NO DIVISION,SAME,,,,,,,,,,
149,FAIL,NO DIVISION,SAME,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
291,PASS,FIRST,NEXT,,,,,,,,,,
280,PASS,FIRST,NEXT,,,,,,,,,,
118,FAIL,NO DIVISION,SAME,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
156,FAIL,NO DIVISION,SAME,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
274,PASS,FIRST,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
272,PASS,FIRST,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
240,PASS,SECOND,NEXT,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
249,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
126,FAIL,NO DIVISION,SAME,,,,,,,,,,
260,PASS,FIRST,NEXT,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
254,PASS,FIRST,NEXT,,,,,,,,,,
254,PASS,FIRST,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
88,FAIL,NO DIVISION,SAME,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
267,PASS,FIRST,NEXT,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
151,FAIL,NO DIVISION,SAME,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
166,FAIL,NO DIVISION,SAME,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
139,FAIL,NO DIVISION,SAME,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
272,PASS,FIRST,NEXT,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
165,FAIL,NO DIVISION,SAME,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
127,FAIL,NO DIVISION,SAME,,,,,,,,,,
178,FAIL,NO DIVISION,SAME,,,,,,,,,,
299,PASS,FIRST,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
141,FAIL,NO DIVISION,SAME,,,,,,,,,,
188,FAIL,NO DIVISION,SAME,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
242,PASS,SECOND,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
148,FAIL,NO DIVISION,SAME,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
125,FAIL,NO DIVISION,SAME,,,,,,,,,,
132,FAIL,NO DIVISION,SAME,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
53,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
251,PASS,FIRST,NEXT,,,,,,,,,,
253,PASS,FIRST,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
105,FAIL,NO DIVISION,SAME,,,,,,,,,,
210,PASS,SECOND,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
129,FAIL,NO DIVISION,SAME,,,,,,,,,,
183,FAIL,NO DIVISION,SAME,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
288,PASS,FIRST,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
202,PASS,SECOND,NEXT,,,,,,,,,,
142,FAIL,NO DIVISION,SAME,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
291,PASS,FIRST,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
238,PASS,SECOND,NEXT,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
277,PASS,FIRST,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
130,FAIL,NO DIVISION,SAME,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
225,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
145,FAIL,NO DIVISION,SAME,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
268,PASS,FIRST,NEXT,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
259,PASS,FIRST,NEXT,,,,,,,,,,
146,FAIL,NO DIVISION,SAME,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
260,PASS,FIRST,NEXT,,,,,,,,,,
158,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
164,FAIL,NO DIVISION,SAME,,,,,,,,,,
109,FAIL,NO DIVISION,SAME,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
182,FAIL,NO DIVISION,SAME,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
189,FAIL,NO DIVISION,SAME,,,,,,,,,,
260,PASS,FIRST,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
115,FAIL,NO DIVISION,SAME,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
93,FAIL,NO DIVISION,SAME,,,,,,,,,,
205,PASS,SECOND,NEXT,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
181,FAIL,NO DIVISION,SAME,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
239,PASS,SECOND,NEXT,,,,,,,,,,
277,PASS,FIRST,NEXT,,,,,,,,,,
293,PASS,FIRST,NEXT,,,,,,,,,,
140,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
220,PASS,SECOND,NEXT,,,,,,,,,,
287,PASS,FIRST,NEXT,,,,,,,,,,
179,FAIL,NO DIVISION,SAME,,,,,,,,,,
230,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
253,PASS,FIRST,NEXT,,,,,,,,,,
241,PASS,SECOND,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
287,PASS,FIRST,NEXT,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
128,FAIL,NO DIVISION,SAME,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
171,FAIL,NO DIVISION,SAME,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
279,PASS,FIRST,NEXT,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
212,PASS,SECOND,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
160,FAIL,NO DIVISION,SAME,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
131,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
278,PASS,FIRST,NEXT,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
252,PASS,FIRST,NEXT,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
173,FAIL,NO DIVISION,SAME,,,,,,,,,,
192,FAIL,NO DIVISION,SAME,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
248,PASS,SECOND,NEXT,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
244,PASS,SECOND,NEXT,,,,,,,,,,
159,FAIL,NO DIVISION,SAME,,,,,,,,,,
132,FAIL,NO DIVISION,SAME,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
282,PASS,FIRST,NEXT,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
234,PASS,SECOND,NEXT,,,,,,,,,,
146,FAIL,NO DIVISION,SAME,,,,,,,,,,
163,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
115,FAIL,NO DIVISION,SAME,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
190,FAIL,NO DIVISION,SAME,,,,,,,,,,
203,PASS,SECOND,NEXT,,,,,,,,,,
158,FAIL,NO DIVISION,SAME,,,,,,,,,,
199,FAIL,NO DIVISION,SAME,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
157,FAIL,NO DIVISION,SAME,,,,,,,,,,
265,PASS,FIRST,NEXT,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
215,PASS,SECOND,NEXT,,,,,,,,,,
213,PASS,SECOND,NEXT,,,,,,,,,,
245,PASS,SECOND,NEXT,,,,,,,,,,
272,PASS,FIRST,NEXT,,,,,,,,,,
162,FAIL,NO DIVISION,SAME,,,,,,,,,,
137,FAIL,NO DIVISION,SAME,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
170,FAIL,NO DIVISION,SAME,,,,,,,,,,
223,PASS,SECOND,NEXT,,,,,,,,,,
206,PASS,SECOND,NEXT,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
116,FAIL,NO DIVISION,SAME,,,,,,,,,,
204,PASS,SECOND,NEXT,,,,,,,,,,
106,FAIL,NO DIVISION,SAME,,,,,,,,,,
197,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
229,PASS,SECOND,NEXT,,,,,,,,,,
174,FAIL,NO DIVISION,SAME,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
194,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
283,PASS,FIRST,NEXT,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
100,FAIL,NO DIVISION,SAME,,,,,,,,,,
237,PASS,SECOND,NEXT,,,,,,,,,,
169,FAIL,NO DIVISION,SAME,,,,,,,,,,
221,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
180,FAIL,NO DIVISION,SAME,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
144,FAIL,NO DIVISION,SAME,,,,,,,,,,
133,FAIL,NO DIVISION,SAME,,,,,,,,,,
259,PASS,FIRST,NEXT,,,,,,,,,,
247,PASS,SECOND,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
151,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
293,PASS,FIRST,NEXT,,,,,,,,,,
228,PASS,SECOND,NEXT,,,,,,,,,,
146,FAIL,NO DIVISION,SAME,,,,,,,,,,
195,FAIL,NO DIVISION,SAME,,,,,,,,,,
145,FAIL,NO DIVISION,SAME,,,,,,,,,,
185,FAIL,NO DIVISION,SAME,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
152,FAIL,NO DIVISION,SAME,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
166,FAIL,NO DIVISION,SAME,,,,,,,,,,
214,PASS,SECOND,NEXT,,,,,,,,,,
130,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
184,FAIL,NO DIVISION,SAME,,,,,,,,,,
150,FAIL,NO DIVISION,SAME,,,,,,,,,,
115,FAIL,NO DIVISION,SAME,,,,,,,,,,
201,PASS,SECOND,NEXT,,,,,,,,,,
161,FAIL,NO DIVISION,SAME,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
258,PASS,FIRST,NEXT,,,,,,,,,,
172,FAIL,NO DIVISION,SAME,,,,,,,,,,
256,PASS,FIRST,NEXT,,,,,,,,,,
112,FAIL,NO DIVISION,SAME,,,,,,,,,,
217,PASS,SECOND,NEXT,,,,,,,,,,
177,FAIL,NO DIVISION,SAME,,,,,,,,,,
128,FAIL,NO DIVISION,SAME,,,,,,,,,,
175,FAIL,NO DIVISION,SAME,,,,,,,,,,
200,FAIL,NO DIVISION,SAME,,,,,,,,,,
268,PASS,FIRST,NEXT,,,,,,,,,,
198,FAIL,NO DIVISION,SAME,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
250,PASS,FIRST,NEXT,,,,,,,,,,
196,FAIL,NO DIVISION,SAME,,,,,,,,,,
246,PASS,SECOND,NEXT,,,,,,,,,,
276,PASS,FIRST,NEXT,,,,,,,,,,
134,FAIL,NO DIVISION,SAME,,,,,,,,,,
270,PASS,FIRST,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
211,PASS,SECOND,NEXT,,,,,,,,,,
293,PASS,FIRST,NEXT,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
255,PASS,FIRST,NEXT,,,,,,,,,,
236,PASS,SECOND,NEXT,,,,,,,,,,
187,FAIL,NO DIVISION,SAME,,,,,,,,,,
115,FAIL,NO DIVISION,SAME,,,,,,,,,,
232,PASS,SECOND,NEXT,,,,,,,,,,
243,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
261,PASS,FIRST,NEXT,,,,,,,,,,
239,PASS,SECOND,NEXT,,,,,,,,,,
186,FAIL,NO DIVISION,SAME,,,,,,,,,,
263,PASS,FIRST,NEXT,,,,,,,,,,
147,FAIL,NO DIVISION,SAME,,,,,,,,,,
269,PASS,FIRST,NEXT,,,,,,,,,,
219,PASS,SECOND,NEXT,,,,,,,,,,
216,PASS,SECOND,NEXT,,,,,,,,,,
227,PASS,SECOND,NEXT,,,,,,,,,,
233,PASS,SECOND,NEXT,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
284,PASS,FIRST,NEXT,,,,,,,,,,
209,PASS,SECOND,NEXT,,,,,,,,,,
262,PASS,FIRST,NEXT,,,,,,,,,,
222,PASS,SECOND,NEXT,,,,,,,,,,
167,FAIL,NO DIVISION,SAME,,,,,,,,,,
207,PASS,SECOND,NEXT,,,,,,,,,,
208,PASS,SECOND,NEXT,,,,,,,,,,
235,PASS,SECOND,NEXT,,,,,,,,,,
168,FAIL,NO DIVISION,SAME,,,,,,,,,,
231,PASS,SECOND,NEXT,,,,,,,,,,
